,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
1132,25,198.12,102.0582,13,3.3,1.3,0.8,-28.3,0.06,0.06,0.235,0.341,0.164
1133,35,198.12,97.975872,35,11.2,5.1,3.3,-4.8,0.05,0.149,0.214,0.451,0.197
1134,23,200.66,95.25432,41,17,3.8,2.5,-5.9,0.026,0.091,0.246,0.463,0.12
1135,34,210.82,114.758776,9,1.7,2.3,0.2,-26.5,0.055,0.242,0.189,0.269,0.049
1136,23,203.2,99.79024,34,4.8,1.5,0.4,-5.9,0.042,0.131,0.276,0.443,0.09
1137,23,198.12,102.965384,24,2.7,1.3,0.1,-4,0.13,0.107,0.229,0.503,0.024
1138,25,190.5,86.18248,43,4.7,1.3,1.5,-10.1,0.014,0.081,0.168,0.452,0.157
1139,19,200.66,88.45044,46,4.5,1.8,1.3,0.2,0.09,0.091,0.233,0.462,0.186
1140,23,210.82,97.52228,18,2.6,1.9,0.3,-19.4,0.117,0.094,0.14,0.513,0.045
1141,23,193.04,97.52228,2,4,1.5,0,26,0,0.214,0.24,0.68,0
1142,29,200.66,99.79024,44,10.7,2.2,1.3,-2.8,0.015,0.086,0.19,0.576,0.094
1143,35,200.66,97.52228,50,11.2,3.6,2,-0.5,0.042,0.115,0.208,0.472,0.124
1144,38,205.74,117.93392,48,5,2.9,0.5,2.3,0.054,0.167,0.154,0.526,0.057
1145,23,205.74,117.026736,39,5.9,3.7,0.2,-12.4,0.088,0.188,0.221,0.491,0.021
1146,24,210.82,120.20188,16,5.1,5.1,0.3,11,0.152,0.183,0.123,0.576,0.024
1147,28,200.66,98.883056,32,6.6,3.7,1.4,-1.4,0.048,0.145,0.155,0.468,0.111
1148,31,208.28,104.32616,7,2,2,0.1,-16.1,0.065,0.216,0.243,0.349,0.048
1149,33,200.66,103.418976,50,14.5,6.5,5.9,1.6,0.04,0.141,0.199,0.53,0.248
1150,31,203.2,99.79024,50,11.2,4.3,2.3,6.2,0.027,0.124,0.198,0.493,0.132
1151,23,208.28,113.398,8,1.4,0.1,0,-42.6,0,0.056,0.204,0.619,0
1152,29,208.28,117.93392,36,2.7,2,0.3,-7.6,0.111,0.156,0.172,0.489,0.051
1153,24,185.42,91.171992,2,1.5,0,0.5,-42.9,0,0,0.294,0.543,1
1154,29,190.5,83.91452,8,15.9,1.9,4.5,9.7,0.028,0.057,0.296,0.552,0.33
1155,40,208.28,117.93392,16,0.8,1.4,0.1,-12.2,0.061,0.17,0.099,0.302,0.024
1156,29,200.66,109.769264,44,9,2,2,4.2,0.033,0.078,0.202,0.534,0.16
1157,27,193.04,86.18248,17,1,0.6,1.1,13.5,0.034,0.111,0.2,0.294,0.333
1158,31,198.12,103.418976,47,14.9,5.9,1.9,2.1,0.037,0.162,0.23,0.493,0.107
1159,27,185.42,86.18248,50,16.5,2.3,7.4,-8.4,0.009,0.065,0.242,0.488,0.375
1160,34,213.36,113.398,48,7.7,8.9,0.9,-3,0.137,0.196,0.139,0.461,0.047
1161,29,205.74,147.4174,4,2.5,2,0,-18.8,0.194,0.038,0.177,0.455,0
1162,25,205.74,106.59412,41,9.8,6,0.4,3,0.104,0.205,0.218,0.559,0.031
1163,36,208.28,111.583632,49,11.3,6.8,2.1,-3.8,0.074,0.186,0.175,0.569,0.111
1164,29,210.82,108.86208,50,11.4,6.9,1.3,8.3,0.092,0.162,0.187,0.527,0.075
1165,22,205.74,107.954896,39,5.6,1.9,0.5,3.2,0.058,0.107,0.185,0.557,0.055
1166,36,213.36,115.66596,38,17.3,9.9,1.1,1.8,0.068,0.246,0.28,0.491,0.068
1167,25,213.36,111.13004,6,0.7,0.2,0,-28.8,0.067,0,0.23,0.333,0
1168,21,200.66,99.79024,48,16.5,6.4,2.4,-2,0.079,0.134,0.232,0.54,0.121
1169,22,205.74,103.872568,48,8.4,3,1.5,1.3,0.045,0.108,0.195,0.496,0.115
1170,30,208.28,108.86208,46,3.6,2.5,0.7,-6.3,0.049,0.148,0.138,0.462,0.072
1171,26,208.28,117.93392,2,1,1,0,-65.1,0.125,0.125,0.218,0.5,0
1172,33,185.42,81.64656,11,2.5,1.2,2.7,-14.1,0.008,0.114,0.155,0.371,0.395
1173,29,203.2,110.222856,18,3,2.9,0.8,5,0.145,0.14,0.134,0.462,0.105
1174,23,210.82,108.86208,12,13.8,7.6,0.7,-7.9,0.093,0.184,0.182,0.553,0.038
1175,23,210.82,97.52228,27,4.2,2,0.3,-9.6,0.116,0.101,0.238,0.467,0.056
1176,31,187.96,86.636072,39,8.8,3.4,3.8,-9.6,0.025,0.111,0.182,0.471,0.256
1177,24,193.04,94.800728,1,12,2,3,16.8,0,0.095,0.22,0.676,0.25
1178,19,208.28,97.52228,20,2.4,1.3,0.2,-13.5,0.085,0.085,0.22,0.404,0.047
1179,24,210.82,102.0582,49,12.8,4.9,1.2,10.6,0.05,0.145,0.206,0.566,0.076
1180,23,213.36,112.490816,2,4,4,0.5,2.9,0.086,0.25,0.187,0.311,0.045
1181,23,195.58,92.98636,50,17.1,4.2,3.6,4.4,0.04,0.109,0.241,0.564,0.183
1182,31,193.04,88.45044,27,1.9,2.2,1.5,3,0.09,0.14,0.124,0.361,0.194
1183,33,200.66,83.91452,50,18.4,2.7,2.2,6,0.017,0.069,0.228,0.59,0.109
1184,28,200.66,115.66596,30,3.8,2.3,0.2,-7.2,0.143,0.155,0.235,0.486,0.037
1185,31,193.04,88.45044,38,12.1,2.7,2.9,4.3,0.011,0.091,0.215,0.46,0.149
1186,29,193.04,88.45044,33,3.1,1.5,1.8,3.4,0.026,0.086,0.134,0.476,0.191
1187,25,195.58,81.192968,46,12.9,4.2,2.5,-8.7,0.034,0.104,0.203,0.446,0.13
1188,24,210.82,99.79024,28,3.3,3.4,0.4,-3,0.106,0.181,0.133,0.483,0.044
1189,28,185.42,76.203456,34,12.1,3,5.7,-6.4,0.025,0.092,0.205,0.513,0.316
1190,31,195.58,97.975872,50,11.7,4.9,2.4,-5.3,0.039,0.132,0.2,0.441,0.135
1191,31,185.42,86.18248,15,7.9,2.3,4.4,-3.3,0.008,0.089,0.171,0.474,0.289
1192,28,200.66,97.52228,49,10.5,2.9,1.1,-9,0.035,0.098,0.188,0.555,0.074
1193,29,213.36,111.13004,35,2.2,2.8,0.4,2.8,0.121,0.201,0.126,0.577,0.06
1194,26,190.5,92.532768,48,8.6,3.4,6.3,3.7,0.017,0.096,0.14,0.499,0.296
1195,25,193.04,86.18248,38,5.4,2.3,0.8,-6.3,0.05,0.083,0.139,0.517,0.069
1196,26,203.2,99.79024,38,7.3,2.1,1,-9.8,0.049,0.073,0.196,0.494,0.094
1197,23,210.82,120.20188,50,8.8,7.6,1.1,-3.5,0.123,0.171,0.193,0.439,0.064
1198,25,190.5,95.25432,33,7.5,2.5,1.9,-3,0.023,0.143,0.221,0.499,0.2
1199,31,210.82,111.13004,50,5.1,6.4,0.4,-0.6,0.138,0.226,0.13,0.544,0.031
1200,26,205.74,99.79024,2,0,0,0,-14.7,0,0,0,0,0
1201,24,198.12,88.45044,47,9.3,3.5,1.3,-9.1,0.065,0.097,0.196,0.498,0.093
1202,31,213.36,120.20188,26,1.6,1.8,0,-3.4,0.113,0.178,0.139,0.473,0
1203,26,193.04,92.079176,12,1.6,0.9,0.3,0.1,0.027,0.136,0.144,0.402,0.077
1204,27,213.36,122.46984,46,2.1,3,0.3,2.2,0.098,0.201,0.094,0.505,0.042
1205,34,190.5,83.91452,2,0,0,1.5,66.6,0,0,0.073,0,0.5
1206,24,203.2,113.398,45,16,7.8,1.7,-1.5,0.106,0.186,0.261,0.51,0.106
1207,28,203.2,103.418976,43,8.3,6.5,1.8,5.1,0.095,0.15,0.16,0.461,0.1
1208,32,203.2,102.0582,48,8.9,3.4,1.6,1.4,0.032,0.125,0.153,0.591,0.101
1209,23,193.04,95.25432,33,2.4,0.7,0.9,-12.1,0.022,0.078,0.226,0.42,0.23
1210,35,198.12,83.91452,3,0.7,0.3,0.3,-2,0,0.053,0.192,0.101,0.067
1211,26,205.74,104.32616,19,1.2,0.7,0.2,5.7,0.102,0.116,0.174,0.525,0.103
1212,28,231.14,137.438376,1,0,0,0,-200,0,0,1,0,0
1213,32,203.2,99.79024,27,17.5,3.7,2.6,4.2,0.011,0.108,0.224,0.542,0.118
1214,26,200.66,104.32616,47,18.4,5.9,2.1,5.7,0.058,0.153,0.283,0.523,0.118
1215,26,203.2,102.0582,50,21.1,7.1,6,4.4,0.044,0.193,0.295,0.543,0.324
1216,33,205.74,112.490816,50,9.8,5.9,1.1,8.2,0.088,0.168,0.186,0.529,0.078
1217,31,185.42,81.64656,50,6.4,1.3,2,12.7,0.021,0.068,0.199,0.55,0.223
1218,30,210.82,113.398,42,2.8,2,0.6,-6.6,0.076,0.14,0.18,0.401,0.103
1219,30,193.04,81.64656,50,21.7,4.9,8.7,-0.1,0.035,0.108,0.269,0.519,0.398
1220,30,182.88,68.945984,35,2.8,1,1.3,-7.5,0.024,0.096,0.211,0.449,0.305
1221,31,193.04,86.18248,44,5,1.8,2.1,-3.8,0.035,0.095,0.172,0.552,0.232
1222,30,213.36,115.66596,49,12.6,8.1,1.4,1.3,0.104,0.214,0.214,0.528,0.091
1223,30,187.96,83.91452,49,11.2,2.1,2.9,-1,0.013,0.075,0.194,0.529,0.187
1224,35,195.58,92.98636,42,10.1,2,1.1,2.2,0.026,0.088,0.222,0.603,0.105
1225,38,200.66,95.25432,23,2.1,11.2,1.3,-1.4,0.114,0.348,0.065,0.388,0.063
1226,30,203.2,103.872568,36,6.5,1.6,1.1,-0.1,0.013,0.084,0.157,0.516,0.091
1227,24,195.58,88.45044,38,10.8,2.9,3.8,-1.5,0.027,0.12,0.236,0.529,0.305
1228,24,185.42,90.7184,50,5.9,1.8,3.9,8.9,0.023,0.074,0.149,0.497,0.256
1229,37,193.04,93.439952,45,6.9,1.5,4.2,-2.6,0.014,0.052,0.143,0.506,0.255
1230,31,205.74,108.86208,44,5.1,3.7,0.4,2.4,0.107,0.181,0.165,0.499,0.042
1231,32,208.28,117.93392,37,13.1,8.9,2.1,-4.1,0.078,0.242,0.234,0.496,0.128
1232,32,208.28,102.0582,13,4.6,3.2,1,12.8,0.09,0.13,0.148,0.504,0.094
1233,36,208.28,106.59412,50,15,7.4,3.7,2.3,0.05,0.193,0.196,0.573,0.177
1234,27,205.74,119.748288,50,9.1,6.8,1.3,-10,0.086,0.2,0.162,0.528,0.082
1235,33,218.44,118.387512,50,10.8,12.2,1.1,6,0.127,0.265,0.144,0.584,0.056
1236,21,213.36,107.501304,47,8.2,3.4,1,-1.5,0.052,0.139,0.223,0.492,0.082
1237,39,203.2,104.32616,27,5,2.6,0.6,-1.6,0.133,0.182,0.301,0.445,0.131
1238,29,208.28,106.59412,17,10.9,3.8,0.9,-8.6,0.058,0.144,0.271,0.476,0.078
1239,25,203.2,113.398,47,5.1,3.6,0.7,5.5,0.084,0.135,0.123,0.58,0.057
1240,26,205.74,104.32616,48,11,7.1,1.4,-1.2,0.095,0.195,0.218,0.484,0.094
1241,29,198.12,92.98636,50,15.2,4.1,3.7,-3.3,0.038,0.1,0.226,0.501,0.198
1242,29,190.5,86.18248,24,3.8,0.9,1,-5.1,0.028,0.065,0.198,0.496,0.174
1243,32,198.12,90.7184,14,5.8,1.8,1.4,-6.7,0.021,0.085,0.136,0.533,0.109
1244,26,195.58,86.636072,17,2.2,1.2,1.7,0.4,0.02,0.093,0.12,0.49,0.238
1245,31,213.36,115.66596,19,2.3,1.8,0.1,-20.5,0.123,0.169,0.2,0.546,0.029
1246,34,200.66,97.52228,8,0.6,0.8,0,21.3,0.102,0.024,0.149,0.159,0
1247,30,218.44,129.27372,16,0.7,1.2,0.5,-29.2,0.101,0.176,0.175,0.31,0.2
1248,23,165.1,65.77084,22,3,0.8,1.5,-10.8,0.037,0.058,0.22,0.405,0.303
1249,23,190.5,95.25432,30,4.9,0.9,0.4,-12.5,0.022,0.079,0.304,0.368,0.083
1250,40,200.66,97.52228,3,4,0.7,0.3,-20.8,0,0.154,0.292,0.462,0.063
1251,27,198.12,90.7184,50,15.6,3.9,3.7,5.8,0.032,0.086,0.199,0.546,0.17
1252,27,198.12,95.25432,44,4.9,2.7,1.1,6.9,0.044,0.129,0.152,0.475,0.101
1253,25,182.88,74.84268,46,4.5,1,2.2,-9.9,0.021,0.073,0.206,0.479,0.329
1254,26,218.44,127.00576,48,5.7,7.3,0.5,12.6,0.105,0.198,0.11,0.523,0.027
1255,33,205.74,102.0582,47,3.1,2.3,0.5,3.5,0.052,0.113,0.117,0.404,0.048
1256,26,205.74,93.439952,50,7.1,7,0.5,3,0.167,0.21,0.149,0.558,0.036
1257,24,198.12,98.883056,42,14.5,2.5,2.8,0.6,0.026,0.083,0.279,0.509,0.198
1258,28,198.12,99.79024,49,8.4,3.2,2.6,9.7,0.037,0.118,0.192,0.499,0.188
1259,26,215.9,108.86208,22,2.2,2.5,0.1,-3.8,0.118,0.099,0.107,0.447,0.013
1260,29,195.58,92.98636,2,1.5,0,0,2.1,0,0,0.131,0.5,0
1261,36,190.5,88.45044,38,11.3,1.8,3.5,3.9,0.013,0.063,0.186,0.568,0.2
1262,37,213.36,122.923432,31,2.2,2.2,0.4,-7.6,0.084,0.135,0.113,0.429,0.05
1263,23,208.28,102.0582,43,13.7,8.2,1.6,1,0.109,0.167,0.206,0.486,0.079
1264,34,210.82,104.32616,3,0,0.3,0,-49,0,0.111,0.088,0,0
1265,27,213.36,114.758776,14,2.2,1.6,0,-25.5,0.061,0.19,0.15,0.461,0
1266,29,187.96,87.996848,27,5.9,1.1,2.3,-7.8,0.026,0.068,0.212,0.545,0.283
1267,33,195.58,83.91452,50,13.8,3.3,4.7,-2.9,0.02,0.086,0.225,0.447,0.245
1268,37,185.42,79.3786,50,11.1,2.9,7.5,11.2,0.029,0.092,0.202,0.571,0.457
1269,37,200.66,102.0582,45,3.2,2.9,0.9,7.6,0.07,0.139,0.157,0.352,0.099
1270,23,205.74,120.20188,39,4.3,3.4,0.4,6,0.133,0.13,0.127,0.586,0.042
1271,35,200.66,95.25432,50,6.1,1.5,0.8,-1.2,0.022,0.084,0.176,0.526,0.087
1272,25,205.74,99.79024,36,5.8,2.8,0.7,-4,0.046,0.117,0.154,0.497,0.055
1273,29,195.58,95.25432,43,5,2.2,2.6,6,0.038,0.099,0.133,0.609,0.226
1274,25,210.82,111.13004,1,0,0,0,1.3,0,0,0.093,0,0
1275,31,198.12,103.418976,50,5.5,2.7,1.1,1.9,0.032,0.122,0.119,0.553,0.097
1276,26,205.74,113.398,36,19,8.2,3,-2.5,0.074,0.17,0.248,0.511,0.144
1277,35,205.74,116.119552,49,23.8,9.4,4.1,9.9,0.079,0.218,0.305,0.577,0.22
1278,31,203.2,97.52228,33,1.6,1.3,0.3,9.6,0.029,0.09,0.092,0.404,0.038
1279,24,198.12,102.511792,39,3.1,2.4,1,-18.3,0.067,0.194,0.227,0.354,0.172
1280,23,220.98,96.161504,15,2.1,1.7,0,-9.8,0.067,0.29,0.17,0.584,0
1281,23,208.28,113.398,42,21.8,8.5,1.5,-4.1,0.076,0.18,0.283,0.519,0.082
1282,23,200.66,90.7184,2,2,1.5,0,6.4,0.333,0.071,0.388,0.667,0
1283,24,210.82,115.66596,43,3.5,3.5,0.4,8.6,0.104,0.195,0.154,0.476,0.059
1284,25,205.74,102.0582,48,8.6,3.6,1,-4.3,0.078,0.16,0.276,0.489,0.113
1285,23,215.9,136.0776,16,1.5,1.1,0.1,-20.5,0.118,0.268,0.338,0.41,0.053
1286,20,210.82,102.511792,36,2.5,2.7,0.4,-7.7,0.148,0.188,0.164,0.457,0.07
1287,24,205.74,115.212368,16,1.9,0.8,0.2,-10.6,0.029,0.11,0.2,0.412,0.067
1288,33,190.5,81.64656,29,6.9,3.5,5.9,4.2,0.022,0.129,0.147,0.524,0.323
1289,41,210.82,117.93392,6,1.7,1,0,0.9,0.088,0.103,0.138,0.563,0
1290,32,190.5,90.7184,50,10.3,4,2.5,1.8,0.036,0.107,0.15,0.554,0.119
1291,22,205.74,104.32616,50,23,7.5,3.4,-9.7,0.066,0.154,0.288,0.53,0.174
1292,36,210.82,111.13004,25,1.2,3.3,0.6,-11.8,0.097,0.131,0.057,0.388,0.057
1293,26,187.96,81.64656,50,7.4,1.9,3.7,2.5,0.015,0.091,0.213,0.527,0.35
1294,29,195.58,83.007336,50,9.1,1.7,1.8,-1.9,0.002,0.072,0.162,0.545,0.108
1295,29,208.28,122.46984,49,9.7,4.8,1.8,-1.6,0.074,0.137,0.233,0.457,0.128
1296,28,195.58,97.52228,47,13.9,4.2,2.2,0.5,0.05,0.11,0.253,0.486,0.141
1297,22,203.2,105.686936,30,3.2,1.6,0.7,-6.9,0.069,0.097,0.189,0.419,0.128
1298,31,208.28,112.037224,41,9,5.2,1.2,-0.7,0.055,0.181,0.18,0.547,0.081
1299,24,185.42,86.18248,19,2.3,0.6,0.6,-20.1,0.012,0.133,0.276,0.542,0.316
1300,23,205.74,131.54168,20,2.5,2.9,0.1,-4.7,0.139,0.191,0.147,0.517,0.008
1301,26,203.2,95.25432,49,11.1,3.1,1.9,4.8,0.033,0.118,0.244,0.479,0.147
1302,26,203.2,109.315672,24,14.8,6.1,3.1,7,0.037,0.162,0.234,0.519,0.164
1303,23,195.58,99.79024,10,2.5,1,0,-34,0.033,0.129,0.214,0.482,0
1304,28,187.96,81.64656,31,5.9,2,1.8,-9.5,0.037,0.115,0.213,0.451,0.204
1305,24,203.2,115.66596,28,6.3,10.3,0.9,-0.5,0.139,0.253,0.101,0.552,0.042
1306,27,200.66,86.18248,3,0.7,0.3,0.3,32.6,0,0.045,0.09,0.5,0.111
1307,31,198.12,97.52228,47,6.4,2.1,1,12.3,0.029,0.097,0.181,0.5,0.099
1308,26,203.2,116.119552,35,8.8,5.9,0.5,-5.1,0.096,0.162,0.208,0.481,0.037
1309,26,193.04,96.161504,50,16.9,6.8,10.8,6.5,0.048,0.146,0.213,0.527,0.431
1310,25,200.66,102.0582,6,1.8,1.2,0.3,-10.4,0.061,0.192,0.177,0.463,0.1
1311,23,185.42,86.18248,50,12.8,3.1,6,-1.4,0.008,0.08,0.186,0.483,0.243
1312,31,205.74,108.86208,30,8.1,12,1.1,-5.7,0.15,0.239,0.13,0.474,0.054
1313,36,193.04,86.18248,48,12.2,3.3,4,11.6,0.03,0.099,0.196,0.575,0.231
1314,24,193.04,86.18248,35,3.7,0.6,2.1,-8.5,0.023,0.035,0.193,0.444,0.317
1315,24,190.5,86.18248,17,2.4,1.3,0.9,-2.9,0.036,0.098,0.13,0.447,0.157
1316,21,208.28,111.13004,26,5.1,3,0.2,-6.6,0.096,0.171,0.147,0.704,0.023
1317,36,213.36,115.66596,50,18.9,9.6,1.8,1.9,0.074,0.226,0.262,0.559,0.097
1318,33,208.28,111.13004,50,8.9,7,1.8,0.4,0.081,0.164,0.147,0.455,0.095
1319,36,205.74,102.0582,82,5,5.9,1,8.1,0.089,0.179,0.111,0.482,0.058
1320,23,193.04,80.739376,16,2.3,0.7,1.3,-3.1,0.006,0.056,0.148,0.388,0.165
1321,30,198.12,92.98636,73,12.4,3.9,4.4,0.3,0.03,0.112,0.194,0.526,0.227
1322,30,190.5,86.18248,48,3.2,0.7,1.1,-2.9,0.035,0.05,0.185,0.466,0.205
1323,33,198.12,99.79024,38,4,1.9,1.1,3.2,0.038,0.109,0.144,0.467,0.123
1324,27,195.58,86.636072,16,2.6,0.8,2.1,-9.6,0,0.078,0.132,0.582,0.33
1325,32,213.36,115.66596,25,2.6,1.9,0.1,-14.9,0.064,0.2,0.154,0.614,0.017
1326,24,165.1,60.327736,26,5.3,1,1.8,-11.8,0.046,0.076,0.245,0.547,0.345
1327,28,198.12,90.7184,72,20.1,4.8,4.2,6.3,0.033,0.103,0.236,0.555,0.191
1328,24,205.74,95.25432,67,7,2.7,0.5,6.1,0.059,0.127,0.181,0.569,0.048
1329,31,213.36,115.66596,78,12.7,7.6,1.7,2.7,0.076,0.187,0.2,0.5,0.087
1330,32,193.04,86.18248,7,1,0.6,0.7,-13.6,0,0.118,0.103,0.5,0.278
1331,31,182.88,68.945984,60,5.3,1,2.3,-2.5,0.018,0.068,0.219,0.493,0.307
1332,21,203.2,117.93392,81,20.1,10,1.9,-12.8,0.131,0.184,0.269,0.528,0.118
1333,31,195.58,88.45044,54,4,1.9,1.3,-2,0.023,0.131,0.176,0.458,0.162
1334,28,213.36,122.46984,51,0.8,1.4,0.1,-4.6,0.062,0.19,0.111,0.332,0.032
1335,32,185.42,86.18248,40,5.6,1.9,2.7,-9.9,0.023,0.1,0.19,0.468,0.26
1336,29,200.66,97.52228,75,8.7,3,1.1,-13.9,0.045,0.1,0.173,0.53,0.079
1337,27,190.5,92.532768,82,7.9,3.2,7.6,1,0.016,0.086,0.129,0.482,0.327
1338,27,203.2,99.79024,68,7.2,2.3,1.4,-2.9,0.044,0.089,0.166,0.531,0.105
1339,24,210.82,120.20188,21,8,6.4,0.9,-10.1,0.093,0.182,0.19,0.427,0.064
1340,26,190.5,95.25432,68,12.8,4.8,3.1,1.1,0.036,0.131,0.196,0.531,0.155
1341,32,210.82,111.13004,80,4.8,8.1,0.6,3.1,0.128,0.22,0.089,0.55,0.028
1342,27,205.74,106.59412,13,2.2,2.4,0.4,-9.3,0.137,0.202,0.131,0.615,0.068
1343,25,210.82,115.66596,31,2.9,3.5,0.7,-2.8,0.118,0.218,0.128,0.534,0.088
1344,27,205.74,104.32616,64,14.2,10,2.6,-10.4,0.09,0.231,0.22,0.478,0.137
1345,25,198.12,88.45044,65,4.5,1.9,0.7,-6,0.09,0.102,0.21,0.473,0.1
1346,27,200.66,104.32616,6,1.8,0.2,0,1.6,0,0.029,0.203,0.403,0
1347,30,208.28,106.59412,16,2.6,1.4,0.5,-8.5,0.043,0.138,0.179,0.407,0.1
1348,29,185.42,91.625584,82,13.6,2.7,5.6,1.8,0.016,0.073,0.202,0.519,0.284
1349,36,195.58,83.91452,7,0.3,0.3,0.4,-29,0.033,0.031,0.145,0.111,0.188
1350,24,205.74,111.13004,5,1.2,1.4,0,-0.3,0.097,0.105,0.154,0.333,0
1351,33,210.82,113.398,56,2,2.5,0.3,3.1,0.077,0.183,0.105,0.477,0.043
1352,26,190.5,81.64656,25,7.6,2,2.6,-6,0.024,0.097,0.204,0.472,0.225
1353,31,187.96,92.98636,38,6.9,1.4,2.3,-1.2,0.014,0.075,0.197,0.498,0.214
1354,36,195.58,92.98636,67,7.6,1.5,1.3,-1.3,0.011,0.099,0.207,0.542,0.141
1355,39,200.66,95.25432,12,2.8,14.3,1.2,-7.1,0.136,0.351,0.064,0.457,0.046
1356,31,203.2,103.872568,66,5.6,1.6,1,-6.5,0.015,0.091,0.14,0.515,0.089
1357,25,195.58,88.45044,64,16.9,4,3.4,-13.3,0.04,0.098,0.235,0.542,0.179
1358,25,185.42,90.7184,78,6.3,1.8,2.8,13.4,0.013,0.07,0.153,0.449,0.176
1359,23,203.2,104.32616,2,0,0.5,0,-87.9,0,0.5,0.244,0,0
1360,32,205.74,108.86208,20,2.7,2.2,0.2,-8.3,0.076,0.236,0.177,0.499,0.04
1361,33,208.28,122.46984,74,16.7,8.5,2.4,1.2,0.061,0.233,0.253,0.541,0.137
1362,24,193.04,83.460928,8,5,3.3,0.6,10.3,0.156,0.15,0.256,0.415,0.089
1363,33,208.28,109.315672,32,4.3,4.2,1.1,6,0.058,0.178,0.115,0.524,0.09
1364,37,208.28,106.59412,77,7.5,4.3,2.6,7,0.061,0.168,0.176,0.544,0.192
1365,22,203.2,99.79024,49,3.2,1.5,0.2,4.1,0.088,0.135,0.227,0.478,0.061
1366,28,200.66,108.86208,21,2.3,1.2,0.2,-7.1,0.096,0.132,0.18,0.492,0.069
1367,28,205.74,115.66596,69,4.2,5.4,1.4,-12.1,0.085,0.177,0.128,0.439,0.105
1368,34,218.44,118.387512,82,11.5,14.1,1.3,-2.5,0.114,0.308,0.141,0.621,0.054
1369,21,195.58,103.418976,30,6.5,1.3,0.9,-13.9,0.037,0.059,0.224,0.483,0.108
1370,22,213.36,107.501304,82,17.5,6.5,2.5,0.5,0.038,0.156,0.212,0.564,0.107
1371,26,203.2,113.398,38,3.8,2.7,0.3,0.1,0.068,0.173,0.135,0.567,0.034
1372,32,213.36,120.20188,26,1.9,1.5,0.1,-0.5,0.116,0.185,0.169,0.541,0.035
1373,27,193.04,92.079176,31,9,3.5,2.7,-10.2,0.01,0.146,0.167,0.53,0.194
1374,29,193.04,86.18248,8,1.6,0.1,0,22.6,0,0.021,0.229,0.364,0
1375,27,203.2,95.25432,80,18.2,4.8,4,4.5,0.016,0.123,0.232,0.547,0.18
1376,27,203.2,109.315672,76,17.5,5,3.9,6.6,0.028,0.125,0.238,0.526,0.178
1377,23,203.2,97.52228,81,8.2,3.9,1.8,-1.6,0.045,0.125,0.148,0.55,0.106
1378,25,203.2,115.66596,81,5.7,9.3,0.8,-1.1,0.126,0.256,0.107,0.477,0.046
1379,32,198.12,102.0582,81,6.3,2.2,1.5,4.3,0.023,0.098,0.155,0.503,0.112
1380,27,203.2,116.119552,71,12,6.8,1.7,-10.1,0.088,0.156,0.195,0.515,0.09
1381,27,193.04,96.161504,67,14.3,7.2,10.1,5.8,0.041,0.164,0.199,0.498,0.395
1382,24,187.96,83.91452,1,0,0,1,-158.3,0,0,0.125,0,0.5
1383,22,187.96,78.017824,81,8.1,2,4.3,-7,0.014,0.083,0.191,0.497,0.3
1384,24,185.42,86.18248,81,12.3,2.8,7.3,0.4,0.008,0.077,0.199,0.477,0.297
1385,23,210.82,107.954896,19,2.3,1.7,0.3,-6.3,0.15,0.247,0.167,0.632,0.088
1386,37,193.04,86.18248,77,12.4,2.4,2.6,7.3,0.028,0.074,0.196,0.59,0.151
1387,25,193.04,86.18248,25,7.2,2.9,3.6,-15,0.031,0.107,0.162,0.465,0.245
1388,22,208.28,111.13004,58,4.3,3.1,0.4,0.3,0.08,0.18,0.156,0.574,0.051
1389,24,195.58,92.532768,7,1,1.6,0.6,3.6,0.019,0.154,0.132,0.241,0.083
1390,21,210.82,102.511792,70,3.9,3.3,0.3,2.9,0.137,0.173,0.167,0.515,0.036
1391,38,200.66,111.13004,72,4.5,3.1,1,6.4,0.051,0.138,0.149,0.431,0.086
1392,27,205.74,93.439952,82,8.4,9.6,0.8,4,0.153,0.278,0.142,0.593,0.053
1393,25,198.12,98.883056,82,23.6,3.8,4.5,0,0.043,0.072,0.289,0.545,0.2
1394,29,198.12,99.79024,79,16.7,5,2.9,-5.5,0.04,0.116,0.243,0.496,0.142
1395,27,215.9,119.748288,66,2.4,3.5,0.5,-0.5,0.109,0.131,0.092,0.439,0.048
1396,38,210.82,115.66596,7,1.6,0.9,0.3,23.7,0,0.167,0.214,0.446,0.1
1397,24,208.28,102.0582,78,9.9,6.2,1.1,3,0.109,0.183,0.194,0.525,0.07
1398,24,205.74,131.54168,80,7.1,6.9,0.2,-3.4,0.152,0.261,0.184,0.524,0.015
1399,25,185.42,86.18248,78,3.7,0.8,1.6,-5.1,0.015,0.074,0.201,0.489,0.247
1400,32,205.74,112.037224,34,4.4,3.4,0.5,-3.8,0.057,0.17,0.131,0.495,0.044
1401,29,195.58,97.52228,60,19.3,4.3,3.7,-1.3,0.033,0.099,0.289,0.488,0.186
1402,35,190.5,83.91452,3,4,1,0.3,-25.7,0,0.111,0.295,0.429,0.1
1403,31,193.04,81.64656,82,24.2,6.5,8.9,2.9,0.032,0.139,0.268,0.535,0.368
1404,25,203.2,113.398,11,13.7,4.7,2,-9.4,0.067,0.132,0.261,0.499,0.124
