,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
857,35,193.04,86.18248,80,14.2,3.4,4.4,9.4,0.035,0.095,0.204,0.587,0.229
858,25,200.66,102.0582,13,1.4,1.1,0.2,4.4,0.071,0.227,0.199,0.41,0.086
859,30,198.12,97.52228,82,8.8,2.6,1.9,9,0.03,0.076,0.171,0.511,0.116
860,27,208.28,111.13004,28,2.1,2.5,0.3,-9.5,0.102,0.202,0.152,0.413,0.06
861,27,187.96,81.64656,70,7.7,1.6,1.9,-11.6,0.033,0.072,0.227,0.494,0.194
862,35,213.36,115.66596,47,16.4,9.8,3,1.8,0.086,0.229,0.238,0.531,0.159
863,26,198.12,104.32616,69,5,2.2,1.3,-0.2,0.055,0.108,0.153,0.481,0.118
864,25,218.44,127.00576,63,4.7,5.9,0.4,7,0.131,0.21,0.133,0.494,0.029
865,30,185.42,81.64656,80,5.2,1.4,2.6,0.4,0.022,0.106,0.218,0.545,0.344
866,27,195.58,99.79024,27,6.1,1.9,0.7,-9.4,0.089,0.092,0.204,0.591,0.105
867,32,205.74,102.0582,65,2.6,2.6,0.6,-3,0.075,0.131,0.12,0.406,0.067
868,27,195.58,97.52228,74,19.7,4.7,3.1,1.7,0.043,0.099,0.263,0.514,0.153
869,32,203.2,99.79024,28,2.9,0.5,0.2,-0.5,0.013,0.102,0.224,0.582,0.055
870,40,208.28,109.769264,27,1.4,1.1,0.1,-8,0.042,0.16,0.143,0.398,0.041
871,31,190.5,90.7184,82,10.5,4.1,2.7,10,0.033,0.116,0.146,0.594,0.125
872,32,208.28,111.13004,76,12.1,8.1,2.3,-1.5,0.093,0.166,0.169,0.488,0.11
873,24,210.82,129.27372,8,3,2.3,0.1,20.3,0.108,0.226,0.331,0.472,0.034
874,35,210.82,111.13004,71,3.6,4.4,0.7,8.7,0.096,0.163,0.096,0.525,0.053
875,25,187.96,81.64656,82,7.7,2,4.2,0.9,0.019,0.096,0.203,0.541,0.347
876,28,195.58,83.007336,81,11.1,2.1,2,-6.9,0.015,0.065,0.173,0.549,0.114
877,28,208.28,122.46984,78,13.5,7.1,2.2,-2.5,0.104,0.181,0.248,0.512,0.14
878,27,193.04,78.925008,6,2.7,0.2,1,-16.7,0,0.024,0.191,0.621,0.2
879,29,210.82,113.398,78,5.7,3.5,0.7,3,0.08,0.157,0.17,0.483,0.054
880,19,218.44,99.79024,3,1.3,0,0.3,-64.9,0,0,0.287,0.286,0.143
881,23,205.74,115.66596,21,4.1,2.5,0,0.5,0.085,0.152,0.182,0.503,0.007
882,28,200.66,90.7184,30,2.3,1.7,0.9,-3.9,0.032,0.086,0.104,0.338,0.092
883,33,198.12,90.7184,1,0,1,1,-31.2,0,0.25,0.154,0,0.333
884,24,195.58,94.800728,18,3.1,1.9,0.7,11.4,0.117,0.101,0.191,0.47,0.126
885,25,203.2,99.79024,16,2.1,1.2,0.9,-2.5,0.043,0.107,0.135,0.372,0.188
886,26,213.36,124.7378,25,10.8,5.5,1.5,-12.1,0.082,0.149,0.228,0.449,0.099
887,23,177.8,78.471416,39,9.6,3.4,7.7,1.1,0.017,0.118,0.19,0.495,0.442
888,27,205.74,115.212368,48,11.5,9.8,1.4,8.4,0.138,0.222,0.174,0.571,0.073
889,28,195.58,94.347136,46,7,2.3,1.8,-9.3,0.028,0.077,0.139,0.498,0.113
890,36,198.12,114.305184,42,16.1,12.3,4.6,4.7,0.14,0.261,0.225,0.546,0.216
891,28,200.66,102.0582,50,12.4,5.3,1.5,9.5,0.049,0.13,0.17,0.572,0.072
892,27,200.66,97.52228,50,7.7,2.8,1.5,-1.2,0.03,0.104,0.179,0.433,0.096
893,32,205.74,102.0582,28,2.3,2.2,0.1,-7.8,0.085,0.147,0.143,0.402,0.025
894,28,210.82,99.79024,2,2.5,0.5,0.5,24.9,0,0.091,0.229,0.665,0.2
895,23,210.82,117.93392,9,0.2,0.3,0,-10.7,0.167,0,0.286,0.125,0
896,29,198.12,86.18248,13,12.5,6.5,0.9,-8.5,0.066,0.193,0.244,0.504,0.074
897,24,200.66,102.0582,50,9.1,3.9,2.3,-3.2,0.037,0.121,0.186,0.46,0.137
898,30,185.42,83.91452,40,7.3,2,2.8,1.6,0.029,0.082,0.17,0.624,0.227
899,24,190.5,83.91452,34,3.5,0.9,1.5,-1.2,0.008,0.073,0.171,0.445,0.193
900,27,198.12,88.45044,37,11.1,3.9,3.1,-11.2,0.036,0.111,0.186,0.514,0.193
901,25,198.12,95.25432,50,8.5,2.6,1.1,2,0.059,0.09,0.215,0.511,0.105
902,23,210.82,113.398,38,6.3,3.1,0.6,6.6,0.098,0.197,0.214,0.651,0.081
903,35,205.74,111.13004,50,7,7.5,3.4,-0.4,0.068,0.204,0.129,0.479,0.171
904,34,220.98,132.448864,50,12.1,7.9,2.4,4.4,0.078,0.254,0.219,0.546,0.156
905,24,205.74,106.59412,27,3.4,1.7,0.4,-12.5,0.071,0.152,0.208,0.54,0.075
906,34,180.34,81.64656,50,9.7,2.4,7.4,9.7,0.016,0.061,0.171,0.487,0.362
907,31,187.96,83.91452,32,3.3,1.2,1.9,-5.2,0.007,0.111,0.16,0.54,0.305
908,26,205.74,108.86208,8,2.1,1.4,0.4,16.6,0.3,0.154,0.341,0.433,0.25
909,24,205.74,108.86208,46,6,8.3,0.4,1.8,0.128,0.232,0.11,0.537,0.023
910,34,213.36,113.398,6,0.7,1.3,0.2,-1.8,0.1,0.217,0.132,0.286,0.043
911,27,205.74,99.79024,35,2.2,1.5,0.4,5.9,0.058,0.103,0.107,0.477,0.05
912,36,213.36,125.644984,38,3.8,2.1,0.5,-7.7,0.048,0.159,0.218,0.381,0.085
913,30,203.2,99.79024,21,7.8,3.8,1.8,-2.3,0.087,0.128,0.21,0.452,0.133
914,31,187.96,82.553744,48,9.5,2.4,4.6,-2.7,0.017,0.082,0.187,0.496,0.286
915,30,210.82,117.93392,49,10.5,5.6,1.4,2.1,0.099,0.187,0.243,0.531,0.115
916,33,193.04,90.7184,24,3.2,1.4,1.3,-1.1,0.031,0.096,0.168,0.495,0.19
917,28,203.2,95.25432,31,6.5,5.4,1.8,-0.5,0.073,0.155,0.136,0.535,0.111
918,26,195.58,90.7184,50,4.3,2,3,-4,0.032,0.124,0.194,0.419,0.361
919,26,185.42,83.91452,50,7.1,2.7,3.3,-1.7,0.048,0.117,0.217,0.461,0.305
920,29,195.58,102.511792,43,14.3,4,3.5,3.4,0.031,0.095,0.2,0.537,0.168
921,22,195.58,95.25432,7,4.4,1.3,0.4,-8,0.125,0.125,0.389,0.555,0.231
922,24,198.12,97.52228,3,0.7,0.3,0,-38.9,0.333,0,0.187,0.568,0
923,23,190.5,81.64656,29,3.7,1.4,1.4,-12.2,0.022,0.087,0.163,0.407,0.156
924,33,208.28,110.676448,50,9.1,4.4,2.3,3.9,0.064,0.16,0.2,0.52,0.168
925,23,193.04,87.996848,23,3.7,1,0.6,-15.4,0.025,0.069,0.178,0.404,0.071
926,25,200.66,111.13004,50,13.2,4.1,1.3,-1.5,0.064,0.089,0.217,0.517,0.076
927,26,185.42,86.18248,36,7.3,2.1,3.3,-1.1,0.01,0.102,0.2,0.467,0.275
928,23,193.04,95.25432,42,4.1,1.2,1.6,-14,0.015,0.082,0.21,0.372,0.206
929,23,193.04,86.18248,49,9.9,2.3,2.5,3.7,0.019,0.067,0.174,0.537,0.137
930,30,210.82,104.32616,50,8,8.3,0.4,6.9,0.137,0.205,0.138,0.559,0.025
931,38,200.66,92.98636,48,10.3,2.4,0.8,-0.7,0.024,0.085,0.175,0.581,0.055
932,22,190.5,83.91452,24,5.2,1.8,1.8,-3,0.018,0.12,0.183,0.494,0.209
933,25,177.8,77.564232,50,12.6,3.3,6.2,2,0.029,0.084,0.215,0.462,0.322
934,30,208.28,109.769264,34,2.9,4.4,0.4,2.7,0.127,0.196,0.126,0.404,0.037
935,33,198.12,99.79024,48,7,4.3,3.1,8.1,0.017,0.13,0.113,0.529,0.151
936,32,180.34,73.935496,50,9.3,2.1,4.2,0.3,0.016,0.09,0.192,0.576,0.3
937,32,208.28,106.59412,50,7,2,1.1,-0.9,0.021,0.105,0.169,0.562,0.101
938,23,200.66,117.93392,50,11,11.6,0.6,-7.1,0.167,0.312,0.179,0.564,0.038
939,35,205.74,117.93392,34,8.3,3.7,0.6,-1.3,0.061,0.166,0.222,0.525,0.053
940,31,185.42,81.64656,50,13.8,3.6,6.7,4.7,0.04,0.101,0.225,0.575,0.401
941,28,180.34,77.11064,37,8,1.3,3.9,-11.2,0.006,0.057,0.184,0.475,0.257
942,33,215.9,113.398,49,15.8,10,2.1,11.2,0.113,0.235,0.24,0.564,0.12
943,26,205.74,108.86208,10,3.4,3.4,0.1,3.3,0.155,0.196,0.174,0.599,0.015
944,40,210.82,117.93392,19,1.5,0.7,0.2,7.2,0.026,0.098,0.131,0.431,0.044
945,21,198.12,90.7184,30,3.9,1.3,0.3,-16.4,0.058,0.095,0.227,0.438,0.065
946,28,190.5,90.7184,24,1.9,1.2,0.8,4.9,0.042,0.142,0.158,0.493,0.183
947,32,208.28,102.0582,50,16.4,4.5,2.6,6.2,0.045,0.108,0.218,0.559,0.128
948,28,187.96,86.18248,50,7.6,3.4,5.4,2.6,0.018,0.108,0.152,0.513,0.289
949,22,190.5,91.625584,45,13.9,2.1,3.8,-6,0.019,0.059,0.203,0.547,0.192
950,26,210.82,108.86208,48,5.5,5.1,0.8,-12.4,0.076,0.18,0.144,0.445,0.057
951,24,213.36,112.944408,41,3.3,2.4,0.7,-5.4,0.083,0.155,0.18,0.418,0.093
952,25,198.12,99.79024,39,5.3,1.8,0.6,-6.4,0.054,0.129,0.247,0.465,0.102
953,31,190.5,88.45044,48,6.8,2.8,4,1.6,0.017,0.102,0.145,0.544,0.267
954,24,205.74,106.59412,42,6.9,2.1,0.6,0.5,0.056,0.077,0.205,0.504,0.059
955,34,210.82,117.93392,46,2.5,4.2,0.2,7.5,0.145,0.198,0.107,0.454,0.017
956,31,208.28,104.32616,48,5.7,3.7,0.7,-3.1,0.08,0.195,0.223,0.445,0.077
957,29,203.2,97.52228,8,0.5,1.4,0.1,-16.3,0.026,0.25,0.14,0.228,0.048
958,29,200.66,97.975872,47,10.3,5,2.2,-4.3,0.039,0.146,0.18,0.488,0.13
959,33,203.2,103.418976,44,4.2,2.8,0.5,4,0.111,0.15,0.161,0.544,0.073
960,35,200.66,97.52228,50,10.1,3.2,1.6,6.2,0.027,0.127,0.194,0.616,0.112
961,26,208.28,111.13004,42,20,13,4.1,1.3,0.093,0.237,0.249,0.491,0.171
962,27,182.88,79.3786,39,4.8,1.2,1.8,0.7,0.02,0.102,0.214,0.551,0.276
963,29,210.82,111.13004,16,7.6,3.4,1.5,3.1,0.072,0.132,0.207,0.462,0.14
964,35,203.2,106.59412,50,6.1,2.6,1.2,-1.3,0.021,0.127,0.163,0.5,0.107
965,31,203.2,97.52228,48,8.5,3.6,1.2,1.3,0.037,0.133,0.175,0.51,0.086
966,28,200.66,120.20188,49,8.1,5,0.7,2.9,0.094,0.191,0.19,0.607,0.065
967,33,210.82,111.13004,32,3.3,4,0.4,-5.4,0.142,0.264,0.169,0.521,0.07
968,24,205.74,99.79024,50,21.2,10.7,1.6,-5.9,0.097,0.229,0.273,0.515,0.085
969,30,203.2,97.52228,36,18.7,4.2,3.3,9.8,0.047,0.086,0.265,0.526,0.178
970,30,205.74,104.32616,49,9.4,7,0.7,1.2,0.108,0.22,0.181,0.535,0.049
971,24,213.36,106.59412,37,4.2,3.5,0.8,0.9,0.077,0.195,0.15,0.546,0.087
972,26,180.34,82.553744,49,7.1,1.6,3.4,2.2,0.022,0.073,0.188,0.507,0.308
973,27,200.66,103.418976,36,6.5,2.3,0.8,-5.9,0.029,0.12,0.197,0.456,0.07
974,20,203.2,95.25432,49,9.3,5.7,2.3,-1.5,0.123,0.169,0.214,0.504,0.187
975,31,205.74,113.398,43,11.2,6,0.5,-9.8,0.086,0.184,0.208,0.527,0.039
976,25,187.96,87.089664,36,6.8,1.5,2.6,-10.9,0.017,0.07,0.227,0.433,0.276
977,23,210.82,108.86208,50,6.7,6,1.1,1.2,0.096,0.209,0.143,0.541,0.077
978,30,210.82,105.233344,44,18.8,7,5.3,-5.1,0.044,0.179,0.275,0.491,0.305
979,30,198.12,97.52228,8,1.9,2.4,0.3,-21.5,0.095,0.217,0.148,0.508,0.071
980,32,205.74,102.0582,49,4.3,2.8,0.4,-1.2,0.083,0.142,0.154,0.5,0.047
981,24,210.82,115.66596,42,3.4,2.4,0.1,-1.5,0.077,0.183,0.175,0.486,0.023
982,23,198.12,96.615096,27,2.9,2,0.5,-7.3,0.101,0.146,0.185,0.425,0.083
983,22,208.28,104.32616,50,7.2,2.5,0.9,-3.4,0.074,0.118,0.212,0.545,0.1
984,32,193.04,99.79024,30,4,1.3,0.7,-4.2,0.023,0.095,0.154,0.506,0.091
985,32,182.88,88.45044,48,17.4,3.2,7.3,7.2,0.011,0.088,0.263,0.511,0.383
986,23,213.36,112.490816,50,21.7,11.4,2.4,10.1,0.098,0.221,0.274,0.541,0.117
987,38,210.82,112.037224,43,4.2,2.2,0.6,2.7,0.085,0.132,0.19,0.476,0.093
988,26,208.28,102.0582,50,11.2,8.1,0.6,2,0.098,0.197,0.174,0.539,0.033
989,29,208.28,108.86208,43,17,8.9,2.8,4.9,0.095,0.188,0.222,0.545,0.134
990,25,213.36,124.7378,1,0,3,0,-21.3,0.1,0.5,0,0,0
991,23,185.42,77.11064,25,6.8,2.2,3.7,-7.4,0.032,0.094,0.176,0.507,0.286
992,36,198.12,102.0582,47,7.5,3.1,0.9,3.6,0.04,0.12,0.179,0.477,0.08
993,24,220.98,117.93392,5,15.2,8.8,0.8,-4.6,0.127,0.216,0.218,0.541,0.05
994,31,203.2,95.25432,3,1.3,2,0,7.2,0.308,0.133,0.231,0.228,0
995,25,210.82,108.86208,16,0.4,1.8,0.1,-14.3,0.08,0.104,0.067,0.159,0.009
996,33,213.36,108.86208,37,2.4,3.7,0.5,5.6,0.096,0.245,0.098,0.63,0.064
997,28,198.12,88.45044,45,11.2,3.2,1.8,-3.7,0.018,0.115,0.178,0.546,0.111
998,25,208.28,104.32616,32,5.7,3.6,1.3,1.2,0.059,0.133,0.161,0.448,0.093
999,29,203.2,104.32616,48,9.3,3,1.7,9.8,0.041,0.113,0.196,0.566,0.132
1000,26,193.04,92.98636,12,6.8,1.3,0.8,-13.5,0.027,0.088,0.241,0.489,0.115
1001,23,213.36,107.047712,23,5.5,3.3,0.5,-6.2,0.101,0.166,0.244,0.445,0.065
1002,31,215.9,117.93392,50,14.3,10,4.3,1.2,0.082,0.21,0.194,0.533,0.19
1003,24,208.28,127.00576,50,10,6.6,1.5,-0.4,0.099,0.191,0.195,0.52,0.095
1004,32,193.04,83.91452,48,5.9,2.1,3.6,-0.2,0.015,0.098,0.154,0.481,0.269
1005,22,200.66,97.52228,50,18.3,5.7,3,1.2,0.061,0.127,0.257,0.516,0.164
1006,27,210.82,113.398,34,13.8,6.2,1.6,2.4,0.088,0.125,0.233,0.461,0.086
1007,33,193.04,86.18248,46,10.7,1.8,1.7,2.8,0.014,0.078,0.234,0.522,0.129
1008,23,177.8,74.84268,1,4,0,2,62.2,0,0,0.32,1.064,0.667
1009,22,182.88,79.3786,15,5,0.3,1.7,1.7,0.006,0.025,0.199,0.505,0.207
1010,23,198.12,102.0582,50,10.1,3.5,1.6,-6.4,0.049,0.115,0.183,0.543,0.109
1011,31,205.74,113.398,38,8.6,7.6,0.9,0,0.116,0.188,0.165,0.487,0.056
1012,36,190.5,88.45044,50,10.5,2.8,2.9,4.4,0.013,0.106,0.187,0.603,0.212
1013,31,208.28,104.32616,1,9,4,0,-13.9,0.158,0.053,0.191,0.507,0
1014,27,193.04,86.18248,26,3.2,0.9,1,-12.6,0.027,0.067,0.165,0.471,0.171
1015,32,205.74,102.0582,37,3.4,3.8,0.3,-1.4,0.101,0.199,0.102,0.579,0.026
1016,28,198.12,90.7184,50,16.3,3,2.7,1.8,0.013,0.08,0.241,0.515,0.152
1017,24,182.88,74.84268,48,26.8,4.9,4.6,3.6,0.038,0.101,0.323,0.508,0.234
1018,29,208.28,118.387512,46,20.1,11,1.6,10.6,0.125,0.216,0.27,0.564,0.086
1019,24,193.04,106.59412,4,2.8,1,1.3,-30,0.143,0.045,0.272,0.451,0.333
1020,24,195.58,83.91452,50,5,1.6,2.6,-3.1,0.02,0.067,0.137,0.477,0.207
1021,23,205.74,107.954896,35,3.3,1.9,0.4,-1.6,0.104,0.144,0.206,0.505,0.094
1022,26,208.28,104.32616,47,7.9,5.4,0.7,-2.6,0.11,0.172,0.166,0.549,0.049
1023,33,200.66,92.98636,19,1.1,0.3,0.3,27.4,0.038,0.048,0.206,0.42,0.182
1024,33,210.82,111.13004,21,3.8,4.4,0.6,-7.1,0.096,0.196,0.155,0.367,0.058
1025,27,200.66,97.52228,50,15.8,5.7,5.3,1.9,0.044,0.127,0.224,0.488,0.248
1026,23,205.74,101.151016,47,9.6,6.4,0.7,-3,0.12,0.173,0.216,0.487,0.058
1027,29,205.74,106.59412,5,1.8,2.4,0.2,5.4,0.178,0.1,0.202,0.324,0.043
1028,24,190.5,86.18248,49,5,1.5,2.2,-1.8,0.022,0.077,0.177,0.467,0.249
1029,27,205.74,115.66596,29,2.4,2.3,0.2,7.2,0.136,0.177,0.142,0.502,0.044
1030,24,198.12,97.52228,2,1,0,0,38.3,0,0,0.177,1,0
1031,29,193.04,94.347136,28,9.6,3,2.8,3.4,0.037,0.081,0.172,0.465,0.139
1032,37,205.74,122.46984,18,2.6,1.7,0.5,-6.4,0.065,0.151,0.198,0.427,0.107
1033,22,205.74,111.13004,42,18.7,8.5,3.1,-6.2,0.073,0.194,0.273,0.476,0.152
1034,24,193.04,90.7184,47,4.7,1.1,2.3,10.1,0.025,0.07,0.192,0.52,0.31
1035,26,205.74,106.59412,38,12.5,6.6,0.7,-3.1,0.102,0.152,0.224,0.485,0.048
1036,27,203.2,92.98636,10,1.3,1.6,0.1,-23.9,0.15,0.208,0.113,0.653,0.029
1037,19,205.74,104.32616,21,2.1,1.9,0.2,-8.3,0.132,0.148,0.21,0.359,0.06
1038,24,208.28,113.398,44,2.9,4.4,0.4,-3.9,0.14,0.202,0.126,0.45,0.049
1039,38,205.74,113.398,50,9.1,5.1,1.2,-4.6,0.099,0.179,0.231,0.479,0.107
1040,29,180.34,78.471416,36,13.9,3.7,8.6,1.3,0.024,0.109,0.229,0.463,0.411
1041,24,198.12,101.151016,49,9.3,3.8,1,-2.7,0.062,0.098,0.188,0.486,0.062
1042,35,218.44,117.93392,2,1,3,0,-56.2,0.267,0.222,0.14,0.25,0
1043,28,185.42,91.625584,50,14.1,3.2,6.4,2.2,0.015,0.085,0.198,0.561,0.312
1044,25,190.5,88.45044,40,7.9,2.9,5.5,-1,0.028,0.073,0.151,0.471,0.269
1045,33,190.5,82.100152,44,4.4,1,1.1,6.3,0.01,0.055,0.134,0.507,0.111
1046,31,180.34,80.285784,4,1,0,0.8,1,0,0,0.111,0.694,0.3
1047,22,187.96,81.64656,49,21.3,2.9,8.9,2.4,0.02,0.067,0.271,0.519,0.411
1048,29,213.36,131.54168,6,2.3,1.8,0,26.5,0.167,0.212,0.304,0.424,0
1049,30,203.2,92.98636,48,4.3,2.6,1.2,8.6,0.066,0.101,0.128,0.501,0.109
1050,32,185.42,88.45044,30,8.2,1.9,4.1,-10.4,0.021,0.064,0.171,0.48,0.248
1051,27,185.42,88.45044,12,3.1,1.1,0.7,-1.4,0.023,0.116,0.218,0.458,0.17
1052,29,208.28,127.00576,42,20.5,9.2,2.4,0.5,0.114,0.218,0.281,0.578,0.14
1053,27,228.6,119.294696,49,8.6,8,0.8,5.4,0.114,0.226,0.164,0.527,0.051
1054,35,205.74,102.0582,50,4.9,4.6,0.5,-5.6,0.097,0.179,0.148,0.441,0.043
1055,26,195.58,94.800728,50,4.8,2.8,2,-1.9,0.033,0.139,0.152,0.454,0.183
1056,27,205.74,102.0582,40,4,3.2,0.6,-11.2,0.129,0.191,0.18,0.508,0.094
1057,29,205.74,104.32616,44,4,3.2,0.6,4.2,0.103,0.16,0.142,0.533,0.074
1058,28,180.34,77.11064,4,1.5,0,0.8,-36.4,0,0,0.185,0.521,0.273
1059,27,215.9,142.88148,49,26.3,10.7,2.3,6.4,0.135,0.227,0.325,0.584,0.132
1060,35,195.58,84.821704,20,0.7,0.4,0.3,14.4,0.038,0.072,0.11,0.438,0.086
1061,32,210.82,113.398,49,5.5,5.2,0.6,-3.3,0.099,0.185,0.12,0.533,0.04
1062,30,193.04,83.91452,7,1.3,0.7,0.6,6.4,0.048,0.036,0.165,0.225,0.078
1063,26,208.28,106.59412,4,0.5,1,0,-6.3,0.071,0.105,0.143,0.134,0
1064,28,208.28,99.79024,32,3.7,2.4,0.3,0.7,0.089,0.167,0.172,0.529,0.048
1065,38,208.28,111.583632,49,1.2,2.6,0.3,-6.3,0.106,0.176,0.09,0.381,0.046
1066,22,198.12,106.59412,11,1.5,0.5,0.2,-19.5,0.061,0.044,0.219,0.4,0.074
1067,23,187.96,84.368112,24,2.1,0.9,0.8,-9.5,0.014,0.088,0.15,0.426,0.171
1068,31,208.28,101.604608,7,1.1,0.7,0.1,-10.7,0.033,0.125,0.204,0.288,0.045
1069,32,208.28,106.59412,41,2.9,1,0.4,-1.6,0.026,0.09,0.149,0.494,0.067
1070,29,215.9,112.490816,50,13.5,7.2,1.2,4.9,0.103,0.173,0.217,0.532,0.071
1071,23,200.66,104.779752,50,8.2,4.3,0.9,-0.3,0.09,0.14,0.184,0.533,0.072
1072,27,190.5,87.089664,15,1.4,0.7,1.4,-3.6,0.012,0.047,0.112,0.32,0.159
1073,22,205.74,117.93392,46,16.8,5.3,1.5,-12.2,0.075,0.119,0.27,0.505,0.087
1074,30,195.58,102.965384,50,4.9,2.2,1.6,1.9,0.021,0.09,0.12,0.507,0.113
1075,34,190.5,83.91452,49,7.6,3.8,7.9,6.8,0.029,0.121,0.159,0.513,0.423
1076,24,195.58,86.18248,50,10.9,1.7,1.9,4.4,0.021,0.039,0.169,0.554,0.101
1077,26,200.66,97.52228,50,20.2,5.3,4.4,-2.4,0.037,0.106,0.242,0.517,0.193
1078,26,182.88,80.739376,24,1.5,1,1.1,-0.4,0.057,0.087,0.123,0.436,0.203
1079,24,213.36,122.016248,45,8.9,7.9,0.6,-12.1,0.107,0.24,0.194,0.445,0.034
1080,27,203.2,104.32616,48,4.8,7.3,1,-6.8,0.143,0.235,0.11,0.574,0.074
1081,24,208.28,104.32616,42,1.5,2.4,0.1,-2.4,0.121,0.173,0.085,0.477,0.021
1082,32,187.96,79.3786,2,1,0.5,0,-20.4,0.1,0,0.202,0.2,0
1083,21,187.96,86.18248,50,13.2,2.7,6.5,-9.6,0.02,0.072,0.215,0.487,0.343
1084,23,213.36,104.32616,2,2,0.5,0,89.7,0,0.167,0.158,1.064,0
1085,23,190.5,91.625584,5,0.4,0.4,0,-29.2,0.071,0.059,0.208,0.2,0
1086,33,195.58,99.79024,50,19.7,3.4,2.4,-2.7,0.018,0.089,0.258,0.527,0.114
1087,28,195.58,102.965384,31,5.4,1.4,0.7,-0.9,0.042,0.092,0.221,0.549,0.116
1088,27,203.2,102.0582,1,1,0,0,-21.6,0,0,0.201,0.174,0
1089,25,187.96,85.275296,12,3.2,1.7,2,-9.7,0.03,0.137,0.201,0.404,0.316
1090,22,210.82,118.841104,49,6.2,3,0.4,5.5,0.097,0.13,0.186,0.503,0.044
1091,32,185.42,83.91452,48,13.3,4.7,5.8,6.2,0.03,0.118,0.214,0.463,0.308
1092,25,205.74,99.79024,22,5.5,3.1,0.6,-3.7,0.077,0.128,0.143,0.545,0.053
1093,34,205.74,111.13004,45,9,5.2,1.1,-12.8,0.088,0.148,0.184,0.513,0.085
1094,23,210.82,99.79024,47,20.8,10.4,4.3,2.3,0.097,0.219,0.278,0.493,0.206
1095,26,193.04,88.45044,8,1.6,0.9,0.4,-8.6,0,0.111,0.12,0.381,0.065
1096,36,213.36,111.13004,42,12,8.3,1.6,-3.6,0.102,0.231,0.228,0.489,0.107
1097,26,190.5,90.264808,11,2.3,0.6,1,0.3,0.027,0.047,0.137,0.46,0.18
1098,20,200.66,97.52228,50,19.9,5.3,3.8,2.8,0.033,0.128,0.254,0.549,0.176
1099,20,200.66,96.615096,3,4.3,1.3,0.3,26.9,0.143,0.154,0.341,0.597,0.125
1100,27,205.74,106.59412,50,6.2,3.5,0.8,-15.2,0.088,0.142,0.175,0.528,0.087
1101,26,205.74,104.32616,50,8.1,5.7,1.1,-0.6,0.087,0.199,0.2,0.489,0.091
1102,29,203.2,108.86208,20,10.2,5.5,0.9,1.2,0.053,0.18,0.216,0.47,0.065
1103,26,200.66,107.047712,50,12.2,3.9,1.2,-13.3,0.049,0.13,0.254,0.473,0.089
1104,20,195.58,83.91452,50,9.1,3.8,1.5,1.1,0.093,0.126,0.246,0.474,0.15
1105,30,200.66,106.59412,49,12,5.8,2.4,4,0.07,0.131,0.182,0.554,0.135
1106,28,195.58,86.18248,37,16.4,4.2,2.5,-1.5,0.04,0.11,0.263,0.503,0.148
1107,26,200.66,95.25432,4,2.3,1.8,0.3,-4.4,0.065,0.125,0.205,0.521,0.059
1108,28,205.74,104.32616,47,8.9,4.7,0.6,-5.8,0.119,0.147,0.189,0.597,0.057
1109,28,187.96,88.45044,49,11.9,3.4,3.9,5,0.018,0.1,0.179,0.517,0.191
1110,29,185.42,83.91452,1,0,0,0,-42,0,0,0.333,0,0
1111,26,208.28,117.93392,14,1.1,1.1,0.1,-4.3,0.059,0.148,0.195,0.277,0.026
1112,23,210.82,118.841104,48,6.6,7.5,0.7,-8,0.141,0.237,0.143,0.512,0.049
1113,31,205.74,108.86208,37,3.4,3.9,0.3,-0.6,0.09,0.259,0.181,0.394,0.043
1114,30,218.44,117.93392,39,8.7,5.7,1.2,4.8,0.072,0.202,0.188,0.524,0.082
1115,28,195.58,92.98636,36,5.4,1.9,0.9,4.9,0.039,0.089,0.167,0.477,0.091
1116,24,200.66,113.398,47,6,3.9,0.6,7,0.174,0.167,0.24,0.535,0.091
1117,29,203.2,90.7184,31,8.1,3,1.2,-2.9,0.032,0.112,0.176,0.487,0.084
1118,25,210.82,102.0582,46,7.2,5.5,0.3,0.6,0.136,0.19,0.181,0.537,0.025
1119,25,198.12,106.59412,3,2.3,1.7,0,-33.1,0.083,0.2,0.192,0.451,0
1120,35,195.58,95.25432,47,9.7,2.9,1.9,10.1,0.034,0.082,0.161,0.593,0.112
1121,29,185.42,79.3786,1,0,0,0,-64.2,0,0,0.4,0,0
1122,29,185.42,78.017824,9,2.2,0.3,2.6,-10.1,0,0.027,0.115,0.472,0.28
1123,34,160.02,63.956472,36,5.1,2,3.7,-2.1,0.025,0.091,0.138,0.539,0.338
1124,21,208.28,108.86208,26,1.6,1.4,0.1,15.9,0.175,0.165,0.227,0.41,0.031
1125,32,185.42,79.3786,6,1.3,1,1.3,-11.6,0.02,0.125,0.138,0.41,0.25
1126,32,223.52,120.20188,49,14.9,5.6,1.1,6.6,0.072,0.179,0.288,0.527,0.077
1127,28,208.28,106.59412,38,4.9,4,1.5,9,0.091,0.148,0.13,0.565,0.112
1128,30,187.96,86.18248,25,8.9,1.4,3.2,-8.5,0.021,0.062,0.252,0.522,0.333
1129,22,203.2,128.820128,49,5.3,3.7,0.8,6.9,0.129,0.158,0.167,0.548,0.072
1130,32,190.5,83.91452,44,15.7,4.8,9.9,-1.5,0.039,0.112,0.236,0.488,0.438
1131,28,200.66,115.66596,47,7.4,3.8,1.6,-11.5,0.073,0.148,0.192,0.51,0.148
